DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201515826,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,0110,15,N Hollywood,1523,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0447 0416 1814 0444 0421 1414 2000 1813 0400,49,M,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,236,,,,6300    WHITSETT                     AV,,34.1849,-118.4095
202107091,03/08/2020 12:00:00 AM,03/07/2020 12:00:00 AM,1700,21,Topanga,2158,1,330,BURGLARY FROM VEHICLE,1307 0344 0321 1202,74,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,6200    VARIEL                       AV,,34.1829,-118.5928
"201413300,07/05/2020 12:00:00 AM,07/02/2020 12:00:00 AM,2100,14,Pacific,1435,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0344 0421 2004,55,M,B,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",511,VERBAL THREAT,IC,Invest Cont,930,,,,3700    MCLAUGHLIN                   AV,,34.0098,-118.4255"
"201815488,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,0001,18,Southeast,1849,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1240,55,M,B,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,115TH                        ST,MONA                         BL,33.9298,-118.2305"
201608722,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,1730,16,Foothill,1698,1,210,ROBBERY,0355 0302 0344 1822,31,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,ARMINTA,LEDGE,34.2141,-118.3576
"201514424,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,1330,15,N Hollywood,1557,2,624,BATTERY - SIMPLE ASSAULT,0444,49,M,W,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,4800    WILLOW CREST                 AV,,34.1577,-118.3626"
"201819555,10/26/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1517,18,Southeast,1824,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1822 1304 1309,24,M,H,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,CENTRAL,CENTURY,33.9457,-118.2541"
202107411,03/16/2020 12:00:00 AM,03/15/2020 12:00:00 AM,1800,21,Topanga,2148,1,330,BURGLARY FROM VEHICLE,0344,18,M,H,104,DRIVEWAY,,,IC,Invest Cont,330,,,,7000    LARAMIE                      AV,,34.1974,-118.5733
201319758,11/04/2020 12:00:00 AM,11/04/2020 12:00:00 AM,2020,13,Newton,1351,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0910,62,M,B,124,BUS STOP,,,IC,Invest Cont,440,,,,BROADWAY                     ST,VERNON,34.0038,-118.2784
"201316609,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1530,13,Newton,1351,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,68,M,H,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,745,,,,4100 S  BROADWAY,,34.0087,-118.2784"
201607024,03/12/2020 12:00:00 AM,03/05/2020 12:00:00 AM,0801,16,Foothill,1656,1,310,BURGLARY,0344,53,M,B,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,8200    FOOTHILL                     BL,,34.2597,-118.3114
"201310056,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,0005,13,Newton,1375,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,26,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",511,VERBAL THREAT,IC,Invest Cont,930,,,,1300 E  56TH                         ST,,33.9921,-118.2521"
211104297,01/09/2021 12:00:00 AM,12/28/2020 12:00:00 AM,1126,11,Northeast,1126,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,54,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1100 N  AVENUE 53,,34.1232,-118.2003
"201509533,05/03/2020 12:00:00 AM,05/02/2020 12:00:00 AM,2310,15,N Hollywood,1516,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",1300 0329,52,F,H,104,DRIVEWAY,,,IC,Invest Cont,740,,,,11500    ARCHWOOD                     ST,,34.1922,-118.3823"
201312835,06/25/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2100,13,Newton,1342,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 E  35TH                         ST,,34.0145,-118.2658
"230808643,04/25/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0800,08,West LA,0801,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0352 1822 0344,56,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,16700    MONTE HERMOSO                DR,,34.0677,-118.552"
201515624,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,2000,15,N Hollywood,1544,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,46,M,W,101,STREET,,,IC,Invest Cont,420,,,,12200    ADDISON                      ST,,34.1613,-118.4009
201404273,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,0840,14,Pacific,1454,2,888,TRESPASSING,2004,0,X,X,701,HOSPITAL,,,IC,Invest Cont,888,,,,4600    LINCOLN                      BL,,33.9815,-118.44
"202015079,09/17/2020 12:00:00 AM,01/01/2020 12:00:00 AM,0600,20,Olympic,2014,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1259 0522,13,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,812,860,,,200 N  NORMANDIE                    AV,,34.0726,-118.3029"
201707649,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,0132,17,Devonshire,1745,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1419 1407 1100,0,X,X,121,YARD (RESIDENTIAL/BUSINESS),104,SHOTGUN,AA,Adult Arrest,753,998,,,17600    KINGSBURY                    ST,,34.2637,-118.5176
201518060,11/29/2020 12:00:00 AM,11/22/2020 12:00:00 AM,0800,15,N Hollywood,1523,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12500    VICTORY                      BL,,34.1867,-118.4055
201905141,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1427,19,Mission,1943,2,903,CONTEMPT OF COURT,2038,61,M,H,108,PARKING LOT,,,AO,Adult Other,903,,,,14400    FOX                          ST,,34.2705,-118.4477
"202116559,12/02/2020 12:00:00 AM,12/02/2020 12:00:00 AM,1300,21,Topanga,2128,2,662,""BUNCO, GRAND THEFT"",0701 0344,76,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,20200    STRATHERN                    ST,,34.2156,-118.5745"
"201421596,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,1630,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416,31,M,B,212,TRANSPORTATION FACILITY (AIRPORT),400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,626,,,,400    WORLD                        WY,,33.9431,-118.4081"
"212104251,01/07/2021 12:00:00 AM,12/28/2020 12:00:00 AM,1228,21,Topanga,2185,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344 1202 0394,74,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,4800    LLANO                        DR,,34.1555,-118.6118"
"202114284,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1700,21,Topanga,2159,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1609,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,19900    FRIAR                        ST,,34.1865,-118.567"
201605225,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1810,16,Foothill,1676,1,330,BURGLARY FROM VEHICLE,1300 0344 1822,34,F,O,101,STREET,,,IC,Invest Cont,330,,,,8600    GLENOAKS                     BL,,34.2262,-118.3629
201313169,06/30/2020 12:00:00 AM,06/29/2020 12:00:00 AM,0730,13,Newton,1372,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,38,M,H,101,STREET,,,IC,Invest Cont,331,,,,5500    TOWNE                        AV,,33.9915,-118.2674
"201907942,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,0015,19,Mission,1943,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,29,F,H,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,626,,,,10900    COLUMBUS                     AV,,34.2676,-118.4643"
202109524,05/19/2020 12:00:00 AM,05/19/2020 12:00:00 AM,0358,21,Topanga,2125,1,310,BURGLARY,1610 0344 1607,0,M,W,202,LIQUOR STORE,,,IC,Invest Cont,310,,,,21900    SATICOY                      ST,,34.2119,-118.6017
"201708776,05/04/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1200,17,Devonshire,1794,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0329 1607 0344,0,X,X,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,341,,,,18300    ROSCOE                       BL,,34.2251,-118.5372"
"201508644,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,2130,15,N Hollywood,1539,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,52,F,W,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,740,,,,5900    RIVERTON                     AV,,34.1776,-118.3659"
"201514271,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1413,15,N Hollywood,1589,2,903,CONTEMPT OF COURT,2038,58,M,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,903,,,,3800    BARHAM                       BL,,34.1441,-118.3411"
201421846,12/19/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1730,14,Pacific,1412,1,310,BURGLARY,0344 1606,37,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,1100 S  MAIN                         ST,,33.9908,-118.4731
201405933,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1130,14,Pacific,1415,2,900,VIOLATION OF COURT ORDER,2004 2038,49,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,900,,,,800    LINCOLN                      BL,,33.9993,-118.4636
201811005,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1345,18,Southeast,1881,1,761,BRANDISH WEAPON,2000 0913 1813 0334 0432 0359,26,F,B,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,IC,Invest Cont,761,,,,16100 S  AINSWORTH                    ST,,33.8848,-118.2904
201316957,09/14/2020 12:00:00 AM,09/13/2020 12:00:00 AM,2350,13,Newton,1362,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1100 1822,0,F,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,998,,,400 E  49TH                         ST,,33.9988,-118.2696
201513163,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,0630,15,N Hollywood,1549,1,310,BURGLARY,1420 1309 0326 1414 2018 1607 1402,0,M,O,256,,,,IC,Invest Cont,310,998,,,5500    CLEON                        AV,,34.1705,-118.3686
"201715905,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,1530,17,Devonshire,1713,2,624,BATTERY - SIMPLE ASSAULT,0360 0416 0448 1202 2003 0913,75,F,O,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,624,,,,11300    YOLANDA                      AV,,34.2762,-118.5453"
202117332,12/22/2020 12:00:00 AM,12/19/2020 12:00:00 AM,0940,21,Topanga,2145,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,43,F,A,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,440,,,,VANOWEN,GLADE,34.1937,-118.6081
201319785,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,0830,13,Newton,1363,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0411 1814 0340 0429 0913 2000,26,F,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AO,Adult Other,236,,,,700 E  48TH                         ST,,33.9997,-118.2629
201606631,03/03/2020 12:00:00 AM,02/16/2020 12:00:00 AM,2230,16,Foothill,1638,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1810 1501 1202,75,F,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,440,,,,7600    WYNGATE                      ST,,34.2574,-118.2979
201409777,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1150,14,Pacific,1485,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,27,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,8600 S  SEPULVEDA                    BL,,33.9579,-118.402
"201419770,11/05/2020 12:00:00 AM,11/05/2020 12:00:00 AM,1050,14,Pacific,1438,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,43,M,W,108,PARKING LOT,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,10700    VENICE                       BL,,34.0184,-118.4074"
211704913,01/25/2021 12:00:00 AM,12/21/2020 12:00:00 AM,1000,17,Devonshire,1752,2,354,THEFT OF IDENTITY,1202 0930 0935,74,M,W,602,BANK,,,IC,Invest Cont,354,,,,10000    DE SOTO                      AV,,34.2518,-118.5886
"210508506,04/29/2021 12:00:00 AM,03/01/2020 12:00:00 AM,0600,05,Harbor,0511,2,810,""SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ"",1251 0913 1814 2033 1259 2024 0527,15,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,810,,,,1600    257TH                        ST,,33.7905,-118.3075"
211006486,03/23/2021 12:00:00 AM,12/11/2020 12:00:00 AM,1225,10,West Valley,1044,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1202 0344 0394,0,M,W,213,WAREHOUSE,,,IC,Invest Cont,440,,,,18300    OXNARD                       ST,,34.18,-118.5337
"201606120,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1330,16,Foothill,1663,2,624,BATTERY - SIMPLE ASSAULT,0913 0446 1601 0416 1815 1259,15,F,H,721,HIGH SCHOOL,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,9100    TELFAIR                      AV,,34.2348,-118.395"
"201915398,10/07/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1000,19,Mission,1998,2,664,""BUNCO, PETTY THEFT"",1822 0800 0344,51,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,14300    LORNE                        ST,,34.2169,-118.445"
"211804055,01/02/2021 12:00:00 AM,12/30/2020 12:00:00 AM,1900,18,Southeast,1846,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",1822 0344,47,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,11200    ALVARO                       ST,,33.931,-118.2532"
"201708369,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1845,17,Devonshire,1785,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",0444 0408 0417 1820 0913 0421,47,F,A,203,OTHER BUSINESS,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,230,,,,AMIGO,GRESHAM,34.2308,-118.5386"
"202108297,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1745,21,Topanga,2143,2,624,BATTERY - SIMPLE ASSAULT,0444,29,M,B,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,624,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274"
"201604694,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0120,16,Foothill,1613,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1402 0313 0561 0416 1601 0444 0913,47,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",311,HAMMER,AA,Adult Arrest,230,998,,,VAN NUYS,GLENOAKS,34.2737,-118.4117"
"202016347,10/25/2020 12:00:00 AM,10/25/2020 12:00:00 AM,0300,20,Olympic,2088,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",1822 0329,57,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1800 S  WESTMORELAND                 AV,,34.0406,-118.2896"
201320886,12/06/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1700,13,Newton,1313,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 E  20TH                         ST,,34.0255,-118.2552
202010165,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,0100,20,Olympic,2031,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3900 W  8TH                          ST,,34.0599,-118.3139
201904547,01/13/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1820,19,Mission,1983,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,34,F,H,402,MARKET,,,IC,Invest Cont,440,,,,15000    ROSCOE                       BL,,34.2249,-118.4637
201808306,03/16/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1700,18,Southeast,1864,1,330,BURGLARY FROM VEHICLE,0354 1822 1609 1307 0344 0329,52,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,800 E  120TH                        ST,,33.9237,-118.2614
"201311656,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,0630,13,Newton,1307,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813 1243 0446 0913,50,F,H,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,626,,,,SAN PEDRO,7TH,34.0407,-118.2468"
201705982,02/10/2020 12:00:00 AM,02/10/2020 12:00:00 AM,0001,17,Devonshire,1729,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,29,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,11200    AMESTOY                      AV,,34.274,-118.5052
201911934,07/09/2020 12:00:00 AM,07/08/2020 12:00:00 AM,2130,19,Mission,1916,1,310,BURGLARY,1607 0344,39,M,H,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,13000    BORDEN                       AV,,34.3061,-118.4414
"201604198,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1153,16,Foothill,1643,1,350,""THEFT, PERSON"",0325 0344 0416 1822,65,M,H,202,LIQUOR STORE,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,350,,,,13400    VAN NUYS                     BL,,34.2643,-118.4246"
"201519170,12/30/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1900,15,N Hollywood,1583,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",1300 0329,75,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,12000    WOODBRIDGE                   ST,,34.1485,-118.3954"
201806778,02/18/2020 12:00:00 AM,02/14/2020 12:00:00 AM,0245,18,Southeast,1801,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344 1822,0,X,X,108,PARKING LOT,,,IC,Invest Cont,331,,,,8600    DENVER                       AV,,33.9601,-118.2839
202008756,04/20/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1700,20,Olympic,2074,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NORMANDIE,WASHINGTON,34.04,-118.3003
201815775,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,1410,18,Southeast,1849,2,354,THEFT OF IDENTITY,0100 0935,49,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2200 E  115TH                        ST,,33.9297,-118.2335
"201415208,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,2000,14,Pacific,1455,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1307,61,M,B,101,STREET,,,IC,Invest Cont,740,,,,CULVER                       BL,BRADDOCK,33.9859,-118.425"
"202017702,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,2115,20,Olympic,2076,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1822 2004 1310 0334 0421 1402,35,M,H,103,ALLEY,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,WESTMORELAND                 AV,18TH                         ST,34.0436,-118.296"
"201505134,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1230,15,N Hollywood,1532,2,664,""BUNCO, PETTY THEFT"",0344 0800,21,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,664,,,,6000    WHITSETT                     AV,,34.1794,-118.4052"
"202009658,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1030,20,Olympic,2038,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004 1822,25,F,K,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,745,,,,WILSHIRE,VERMONT                      AV,34.0618,-118.2916"
"202008221,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,1550,20,Olympic,2071,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2003 0329,36,M,H,122,""VEHICLE, PASSENGER/TRUCK"",,,AO,Adult Other,745,,,,1500 S  WILTON                       PL,,34.0454,-118.3145"
201812143,06/05/2020 12:00:00 AM,06/04/2020 12:00:00 AM,1615,18,Southeast,1802,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0913 0603 0432 0421 0906,51,M,H,104,DRIVEWAY,511,VERBAL THREAT,IC,Invest Cont,930,,,,200 W  88TH                         ST,,33.9572,-118.2761
201512468,07/10/2020 12:00:00 AM,06/28/2020 12:00:00 AM,1000,15,N Hollywood,1566,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,10900    WHIPPLE                      ST,,34.1481,-118.3673
"210809694,05/26/2021 12:00:00 AM,04/15/2020 12:00:00 AM,1820,08,West LA,0857,2,354,THEFT OF IDENTITY,0100 0929,28,M,F,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,1400 S  CANFIELD                     AV,,34.0548,-118.3894"
"201600575,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,2115,16,Foothill,1602,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1816 0906 0913 0554 0416 0450 1100 0446 0417 1270,51,M,H,101,STREET,102,HAND GUN,AO,Adult Other,230,998,,,12700    LOUVRE                       ST,,34.2806,-118.4108"
201605502,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1800,16,Foothill,1654,1,330,BURGLARY FROM VEHICLE,1300 1822 1609 0344,54,M,H,101,STREET,,,IC,Invest Cont,330,,,,OSBORNE,GLENOAKS,34.2632,-118.4022
"212110822,07/01/2021 12:00:00 AM,12/02/2020 12:00:00 AM,0900,21,Topanga,2137,2,354,THEFT OF IDENTITY,0929,50,F,B,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,7300    INDEPENDENCE                 AV,,34.2029,-118.5906"
201315539,08/15/2020 12:00:00 AM,08/14/2020 12:00:00 AM,2100,13,Newton,1352,1,330,BURGLARY FROM VEHICLE,1609 0344,35,M,H,101,STREET,,,IC,Invest Cont,330,,,,4500    SAN PEDRO                    PL,,34.0027,-118.2734
201420810,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1145,14,Pacific,1431,1,480,BIKE - STOLEN,0344,30,M,O,117,BEACH,,,IC,Invest Cont,480,,,,OCEAN FRONT                  WK,HORIZON                      AV,33.988,-118.4746
201711458,07/22/2020 12:00:00 AM,06/26/2020 12:00:00 AM,0001,17,Devonshire,1728,2,354,THEFT OF IDENTITY,1822,44,F,C,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18400    TRIBUNE                      ST,,34.2673,-118.5349
"231907172,03/21/2023 12:00:00 AM,03/15/2020 12:00:00 AM,1200,19,Mission,1983,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0913 1817 1801 0503,12,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,812,860,,,8500    COLUMBUS                     AV,,34.2246,-118.4654"
202116909,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,1725,21,Topanga,2126,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0334,19,M,H,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,930,,,,21200    LULL                         ST,,34.2095,-118.5956
201506335,02/18/2020 12:00:00 AM,02/12/2020 12:00:00 AM,0001,15,N Hollywood,1583,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,36,F,W,101,STREET,,,IC,Invest Cont,331,,,,4200    TUJUNGA                      AV,,34.1451,-118.3875
201511789,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1505,15,N Hollywood,1532,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12200    BURBANK                      BL,,34.1797,-118.4014
"201705980,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,0745,17,Devonshire,1794,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,31,F,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,8300    AMIGO                        AV,,34.2215,-118.5379"
"202007781,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,1740,20,Olympic,2034,1,310,BURGLARY,1822 0342 0394 0344,0,X,X,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,310,,,,700 S  ARDMORE                      AV,,34.0597,-118.302"
